id,type,source,title,content,content_length,meta_scientific_name,meta_common_name,meta_family,meta_genus,meta_native,meta_conservation_status,meta_wikipedia_url,meta_observations_count
species_273944,species,iNaturalist,Devil's Tongue Barrel Cactus (Ferocactus latispinus),"# Devil's Tongue Barrel Cactus
*Ferocactus latispinus*

**Taxonomy:** Family: Cactaceae, Genus: Ferocactus

## Description
Ferocactus latispinus is a species of barrel cactus native to Mexico. Originally described as Cactus latispinus in 1824 by English naturalist Adrian Hardy Haworth, it gained its current name in 1922 with the erection of the genus Ferocactus by American botanists Britton and Rose. The species name is derived from the Latin latus ""broad"", and spinus ""spine"". Ferocactus recurvus is a former name for the species.

*2402 observations recorded in Arizona*
",577,Ferocactus latispinus,Devil's Tongue Barrel Cactus,Cactaceae,Ferocactus,False,,https://en.wikipedia.org/wiki/Ferocactus latispinus,2402
species_58906,species,iNaturalist,collared annual lupine (Lupinus truncatus),"# collared annual lupine
*Lupinus truncatus*

**Taxonomy:** Family: Fabaceae, Genus: Lupinus

## Description
Lupinus truncatus is a species of lupine known by the common name collared annual lupine.

*4777 observations recorded in Arizona*
",240,Lupinus truncatus,collared annual lupine,Fabaceae,Lupinus,False,,https://en.wikipedia.org/wiki/Lupinus truncatus,4777
species_75296,species,iNaturalist,desert agave (Agave deserti),"# desert agave
*Agave deserti*

**Taxonomy:** Family: Asparagaceae, Genus: Agave

## Description
Agave deserti (desert agave, mescal, century plant or maguey) is an agave native to desert regions in southern California, Arizona, and Baja California. Its tall yellow flower stalks dot dry rocky slopes and washes throughout the spring.

*7150 observations recorded in Arizona*
",376,Agave deserti,desert agave,Asparagaceae,Agave,False,,https://en.wikipedia.org/wiki/Agave deserti,7150
species_75297,species,iNaturalist,Shaw's Agave (Agave shawii),"# Shaw's Agave
*Agave shawii*

**Taxonomy:** Family: Asparagaceae, Genus: Agave

## Description
Agave shawii, with the common names coastal agave or Shaw's agave, is a very rare and critically endangered species in the genus Agave native to southwestern California and Baja California. The plant is named for Henry Shaw, the founder of the Missouri Botanical Garden.

*5619 observations recorded in Arizona*
",408,Agave shawii,Shaw's Agave,Asparagaceae,Agave,False,,https://en.wikipedia.org/wiki/Agave shawii,5619
species_75298,species,iNaturalist,Utah Agave (Agave utahensis),"# Utah Agave
*Agave utahensis*

**Taxonomy:** Family: Asparagaceae, Genus: Agave

## Description
Agave utahensis is a species of agave known by the common name Utah agave.

*3409 observations recorded in Arizona*
",213,Agave utahensis,Utah Agave,Asparagaceae,Agave,False,,https://en.wikipedia.org/wiki/Agave utahensis,3409
species_206371,species,iNaturalist,Rainbow Pincushion (Mammillaria rhodantha),"# Rainbow Pincushion
*Mammillaria rhodantha*

**Taxonomy:** Family: Cactaceae, Genus: Mammillaria

## Description
Mammillaria rhodantha (common name rainbow pincushion) is a plant in the cactus family (Cactaceae) and is one of 171 species in the genus Mammillaria which are characterized by having nipple-shaped tubercles or prominences on their surface.

*1318 observations recorded in Arizona*
",396,Mammillaria rhodantha,Rainbow Pincushion,Cactaceae,Mammillaria,False,,https://en.wikipedia.org/wiki/Mammillaria rhodantha,1318
species_321061,species,iNaturalist,Weeping Acacia (Acacia floribunda),"# Weeping Acacia
*Acacia floribunda*

**Taxonomy:** Family: Fabaceae, Genus: Acacia

## Description
Acacia floribunda is a perennial evergreen shrub or tree. It is native to New South Wales, Queensland and Victoria, but is cultivated extensively, and has naturalised in South Australia, Tasmania and Western Australia, and also in Indonesia, Mauritius and northern New Zealand. Common names for it include gossamer wattle, weeping acacia and white sallow wattle. It grows up to 6m in height, but there is a commercial form available which only grows to about 1m tall....

*1916 observations recorded in Arizona*
",612,Acacia floribunda,Weeping Acacia,Fabaceae,Acacia,False,,https://en.wikipedia.org/wiki/Acacia floribunda,1916
species_869962,species,iNaturalist,golden barrel cactus (Kroenleinia grusonii),"# golden barrel cactus
*Kroenleinia grusonii*

**Taxonomy:** Family: Cactaceae, Genus: Kroenleinia

## Description
Kroenleinia grusonii, popularly known as the golden barrel cactus, golden ball or mother-in-law's cushion, is a species of barrel cactus which is endemic to east-central Mexico.

**Status:** Conservation Status: EN

*9916 observations recorded in Arizona*
",371,Kroenleinia grusonii,golden barrel cactus,Cactaceae,Kroenleinia,False,EN,https://en.wikipedia.org/wiki/Kroenleinia grusonii,9916
species_58954,species,iNaturalist,Tufted Poppy (Eschscholzia caespitosa),"# Tufted Poppy
*Eschscholzia caespitosa*

**Taxonomy:** Family: Papaveraceae, Genus: Eschscholzia

## Description
Eschscholzia caespitosa is a species of poppy known by the common names foothill poppy, tufted poppy and collarless California poppy.

*3073 observations recorded in Arizona*
",289,Eschscholzia caespitosa,Tufted Poppy,Papaveraceae,Eschscholzia,False,,https://en.wikipedia.org/wiki/Eschscholzia caespitosa,3073
species_61010,species,iNaturalist,coastal bush lupine (Lupinus arboreus),"# coastal bush lupine
*Lupinus arboreus*

**Taxonomy:** Family: Fabaceae, Genus: Lupinus

## Description
Lupinus arboreus, common name yellow bush lupine (US) or tree lupin (UK), is a species of flowering plant in the legume family Fabaceae.

*17047 observations recorded in Arizona*
",284,Lupinus arboreus,coastal bush lupine,Fabaceae,Lupinus,False,,https://en.wikipedia.org/wiki/Lupinus arboreus,17047
species_61011,species,iNaturalist,Chamisso Bush Lupine (Lupinus chamissonis),"# Chamisso Bush Lupine
*Lupinus chamissonis*

**Taxonomy:** Family: Fabaceae, Genus: Lupinus

## Description
Lupinus chamissonis is a species of lupine known by the common name Chamisso bush lupine. It is endemic to California, where it is known from most of the length of the coastline. It grows in sand dunes and other immediate coastal habitat.

*3287 observations recorded in Arizona*
",389,Lupinus chamissonis,Chamisso Bush Lupine,Fabaceae,Lupinus,False,,https://en.wikipedia.org/wiki/Lupinus chamissonis,3287
species_61018,species,iNaturalist,Varied Lupine (Lupinus variicolor),"# Varied Lupine
*Lupinus variicolor*

**Taxonomy:** Family: Fabaceae, Genus: Lupinus

## Description
Lupinus variicolor (varied lupine, manycolored lupine, Lindley's varied lupine or varicolored lupine) is a shrub in the lupine (lupin) genus Lupinus.

*2799 observations recorded in Arizona*
",292,Lupinus variicolor,Varied Lupine,Fabaceae,Lupinus,False,,https://en.wikipedia.org/wiki/Lupinus variicolor,2799
species_71257,species,iNaturalist,Blue Grama (Bouteloua gracilis),"# Blue Grama
*Bouteloua gracilis*

**Taxonomy:** Family: Poaceae, Genus: Bouteloua

## Description
Bouteloua gracilis (blue grama) is a long-lived, warm-season (C4) perennial grass, native to North America.

*10146 observations recorded in Arizona*
",249,Bouteloua gracilis,Blue Grama,Poaceae,Bouteloua,False,,https://en.wikipedia.org/wiki/Bouteloua gracilis,10146
species_206437,species,iNaturalist,Goat's-horn Cactus (Astrophytum capricorne),"# Goat's-horn Cactus
*Astrophytum capricorne*

**Taxonomy:** Family: Cactaceae, Genus: Astrophytum

## Description
Astrophytum capricorne, also known as the Goat's horn cactus, is native to the Coahuila regions of Northern Mexico. The common name of Goat's horn cactus corresponds to the species identifier ""capricorne"" (""capri"" meaning goat and ""corne"" meaning horn) referring to the curved spines that are said to resemble a goat's horns. This species is designated as of ""least concern"" by the IUCN as the species is widely distributed in the Chihuahuan desert. This species is grown,

*651 observations recorded in Arizona*
",628,Astrophytum capricorne,Goat's-horn Cactus,Cactaceae,Astrophytum,False,,https://en.wikipedia.org/wiki/Astrophytum capricorne,651
species_79472,species,iNaturalist,Sweet acacia (Vachellia farnesiana),"# Sweet acacia
*Vachellia farnesiana*

**Taxonomy:** Family: Fabaceae, Genus: Vachellia

## Description
Vachellia farnesiana, also known as Acacia farnesiana, and previously Mimosa farnesiana, commonly known as sweet acacia, huisache or needle bush, is so named because of the numerous thorns distributed along its branches. The native range of V. farnesiana is uncertain. While the point of origin is Mexico and Central America, the species has a pantropical distribution incorporating northern Australia and southern Asia. It remains unclear whether the extra-American distribution is primarily natural or anthropogenic. It is...

*21709 observations recorded in Arizona*
",674,Vachellia farnesiana,Sweet acacia,Fabaceae,Vachellia,False,,https://en.wikipedia.org/wiki/Vachellia farnesiana,21709
species_159350,species,iNaturalist,Gypsum Grama (Bouteloua breviseta),"# Gypsum Grama
*Bouteloua breviseta*

**Taxonomy:** Family: Poaceae, Genus: Bouteloua

## Description
Bouteloua breviseta is a species of grass known by the common names gypsum grama and chino grama.

*71 observations recorded in Arizona*
",239,Bouteloua breviseta,Gypsum Grama,Poaceae,Bouteloua,False,,https://en.wikipedia.org/wiki/Bouteloua breviseta,71
species_159351,species,iNaturalist,sprucetop grama (Bouteloua chondrosioides),"# sprucetop grama
*Bouteloua chondrosioides*

**Taxonomy:** Family: Poaceae, Genus: Bouteloua

## Description
Bouteloua chondrosioides, commonly known as sprucetop grama, is a perennial bunchgrass native to southern Arizona and northern Mexico.

*238 observations recorded in Arizona*
",285,Bouteloua chondrosioides,sprucetop grama,Poaceae,Bouteloua,False,,https://en.wikipedia.org/wiki/Bouteloua chondrosioides,238
species_81528,species,iNaturalist,Sundial Lupine (Lupinus perennis),"# Sundial Lupine
*Lupinus perennis*

**Taxonomy:** Family: Fabaceae, Genus: Lupinus

## Description
Lupinus perennis (also wild perennial lupine, wild lupine, sundial lupine, blue lupine, Indian beet, or old maid's bonnets) is a medicinal plant in the Fabaceae family. It is widespread in the eastern part of the USA (from Texas and Florida to Maine) and Minnesota, Canada (southern Ontario, Newfoundland and Labrador), and on the coasts of the Arctic Ocean, where it grows on sand hills and roadsides.

*10438 observations recorded in Arizona*
",545,Lupinus perennis,Sundial Lupine,Fabaceae,Lupinus,False,,https://en.wikipedia.org/wiki/Lupinus perennis,10438
species_159356,species,iNaturalist,Purple Grama (Bouteloua radicosa),"# Purple Grama
*Bouteloua radicosa*

**Taxonomy:** Family: Poaceae, Genus: Bouteloua

## Description
Bouteloua radicosa, colloquially known as purple grama, is a grass species in the grama genus native to the southwestern United States and northern Mexico.

*77 observations recorded in Arizona*
",296,Bouteloua radicosa,Purple Grama,Poaceae,Bouteloua,False,,https://en.wikipedia.org/wiki/Bouteloua radicosa,77
species_159358,species,iNaturalist,Slender grama (Bouteloua repens),"# Slender grama
*Bouteloua repens*

**Taxonomy:** Family: Poaceae, Genus: Bouteloua

## Description
Bouteloua repens, colloquially known as slender grama, is a grass species in the grama genus native to the southwestern United States and northern Mexico.

*438 observations recorded in Arizona*
",295,Bouteloua repens,Slender grama,Poaceae,Bouteloua,False,,https://en.wikipedia.org/wiki/Bouteloua repens,438
species_159361,species,iNaturalist,Matted Grama (Bouteloua simplex),"# Matted Grama
*Bouteloua simplex*

**Taxonomy:** Family: Poaceae, Genus: Bouteloua

## Description
Bouteloua simplex, colloquially known as matted grama or mat grama, is a grass species in the grama genus native to much of the Americas.

*112 observations recorded in Arizona*
",278,Bouteloua simplex,Matted Grama,Poaceae,Bouteloua,False,,https://en.wikipedia.org/wiki/Bouteloua simplex,112
species_50821,species,iNaturalist,Caribbean Agave (Agave angustifolia),"# Caribbean Agave
*Agave angustifolia*

**Taxonomy:** Family: Asparagaceae, Genus: Agave

## Description
Agave angustifolia (Caribbean agave) is a plant which is native to Mexico and Central America. It is used to make mezcal and also as an ornamental plant, particularly the cultivar 'Marginata'.

*6334 observations recorded in Arizona*
",339,Agave angustifolia,Caribbean Agave,Asparagaceae,Agave,False,,https://en.wikipedia.org/wiki/Agave angustifolia,6334
species_138900,species,iNaturalist,Nootka Lupine (Lupinus nootkatensis),"# Nootka Lupine
*Lupinus nootkatensis*

**Taxonomy:** Family: Fabaceae, Genus: Lupinus

## Description
Lupinus nootkatensis, the Nootka lupine, is a perennial plant of the genus Lupinus in the legume family, Fabaceae. It is native to North-America. The Nootka lupine grows to 60 cm tall. Late in the 18th century it was first introduced to Europe.

*5462 observations recorded in Arizona*
",389,Lupinus nootkatensis,Nootka Lupine,Fabaceae,Lupinus,False,,https://en.wikipedia.org/wiki/Lupinus nootkatensis,5462
species_165543,species,iNaturalist,Hairawn Muhly (Muhlenbergia capillaris),"# Hairawn Muhly
*Muhlenbergia capillaris*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia capillaris, commonly known as the hairawn muhly, is a perennial hedge-like plant that grows to be about 30–90 cm (0.98–2.95 ft) tall and 60–90 cm (2.0–3.0 ft) wide. The plant itself includes a double layer; green leaf-like structures surround the understory, with purple-pink flowers out-growing them from the bottom up. The plant is a warm-season grass, meaning that leaves begin growth in the summer. During the summer, the leaves will stay green, but they morph during the fall to...

*4782 observations recorded in Arizona*
",651,Muhlenbergia capillaris,Hairawn Muhly,Poaceae,Muhlenbergia,False,,https://en.wikipedia.org/wiki/Muhlenbergia capillaris,4782
species_165546,species,iNaturalist,Plains Muhlenbergia (Muhlenbergia cuspidata),"# Plains Muhlenbergia
*Muhlenbergia cuspidata*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia cuspidata is a species of grass known by the common name plains muhly. It is native to North America where it is distributed across central Canada and the central United States.

*418 observations recorded in Arizona*
",346,Muhlenbergia cuspidata,Plains Muhlenbergia,Poaceae,Muhlenbergia,False,,https://en.wikipedia.org/wiki/Muhlenbergia cuspidata,418
species_165549,species,iNaturalist,bamboo muhly (Muhlenbergia dumosa),"# bamboo muhly
*Muhlenbergia dumosa*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia dumosa, commonly known as the bamboo muhly, is a species of grass native to Arizona and California....

*154 observations recorded in Arizona*
",261,Muhlenbergia dumosa,bamboo muhly,Poaceae,Muhlenbergia,False,,https://en.wikipedia.org/wiki/Muhlenbergia dumosa,154
species_77489,species,iNaturalist,streambank wild hollyhock (Iliamna rivularis),"# streambank wild hollyhock
*Iliamna rivularis*

**Taxonomy:** Family: Malvaceae, Genus: Iliamna

## Description
Iliamna rivularis, known by the common name streambank wild hollyhock, is a perennial plant species in the family Malvaceae. The plant grows 3 to 6 feet tall from a woody caudex and produces dense racemes of soft lavender-pink flowers. Plants blooms from June through August. They have five to seven lobed, cordate leaves. Seeds have a very hard coat and can remain viable in the soil for more than 50 years, seed germination is often triggered...

*2369 observations recorded in Arizona*
",602,Iliamna rivularis,streambank wild hollyhock,Malvaceae,Iliamna,False,,https://en.wikipedia.org/wiki/Iliamna rivularis,2369
species_165554,species,iNaturalist,Wirestem Muhly (Muhlenbergia frondosa),"# Wirestem Muhly
*Muhlenbergia frondosa*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia frondosa is a species of plants in the genus Muhlenbergia and a member of the grass family. Its common name is common satin grass or wirestem muhly. It is informally grouped with other satin grasses, which are other species in Muhlenbergia. It is a warm-season C4-photosynthetic grass.

*478 observations recorded in Arizona*
",448,Muhlenbergia frondosa,Wirestem Muhly,Poaceae,Muhlenbergia,False,,https://en.wikipedia.org/wiki/Muhlenbergia frondosa,478
species_130739,species,iNaturalist,red yucca (Hesperaloe parviflora),"# red yucca
*Hesperaloe parviflora*

**Taxonomy:** Family: Asparagaceae, Genus: Hesperaloe

## Description
Hesperaloe parviflora, also known as red yucca, hummingbird yucca, redflower false yucca and samandoque, is a plant that is native to Chihuahuan desert of west Texas east and south into central and south Texas and northeastern Mexico around Coahuila.

*9777 observations recorded in Arizona*
",399,Hesperaloe parviflora,red yucca,Asparagaceae,Hesperaloe,False,,https://en.wikipedia.org/wiki/Hesperaloe parviflora,9777
species_165557,species,iNaturalist,Marsh Muhly (Muhlenbergia glomerata),"# Marsh Muhly
*Muhlenbergia glomerata*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia glomerata is a species of grass known by the common names spiked muhly and marsh muhly. It is native to North America, where it occurs across Canada and the northern half of the United States.

*681 observations recorded in Arizona*
",353,Muhlenbergia glomerata,Marsh Muhly,Poaceae,Muhlenbergia,False,,http://en.wikipedia.org/wiki/Muhlenbergia_glomerata,681
species_165559,species,iNaturalist,Lindheimer muhly (Muhlenbergia lindheimeri),"# Lindheimer muhly
*Muhlenbergia lindheimeri*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia lindheimeri is a species of grass known by the common names big muhly and Lindheimer's muhly. It is native to North America, where it can be found in northern Mexico and Texas. It is also grown as an ornamental grass.

*2314 observations recorded in Arizona*
",386,Muhlenbergia lindheimeri,Lindheimer muhly,Poaceae,Muhlenbergia,False,,https://en.wikipedia.org/wiki/Muhlenbergia lindheimeri,2314
species_122560,species,iNaturalist,hairy grama (Bouteloua hirsuta),"# hairy grama
*Bouteloua hirsuta*

**Taxonomy:** Family: Poaceae, Genus: Bouteloua

## Description
Bouteloua hirsuta, commonly known as hairy grama, is a perennial short prairie grass that is native throughout much of North America, including the Great Plains and Canadian Prairies region, as well as Mexico and Guatemala.

*3341 observations recorded in Arizona*
",364,Bouteloua hirsuta,hairy grama,Poaceae,Bouteloua,False,,https://en.wikipedia.org/wiki/Bouteloua hirsuta,3341
species_165570,species,iNaturalist,Seep Muhly (Muhlenbergia reverchonii),"# Seep Muhly
*Muhlenbergia reverchonii*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia reverchonii is a species of grass known by the common name seep muhly. It is native to Oklahoma and Texas in the United States.

*1659 observations recorded in Arizona*
",290,Muhlenbergia reverchonii,Seep Muhly,Poaceae,Muhlenbergia,False,,https://en.wikipedia.org/wiki/Muhlenbergia reverchonii,1659
species_81605,species,iNaturalist,common yucca (Yucca filamentosa),"# common yucca
*Yucca filamentosa*

**Taxonomy:** Family: Asparagaceae, Genus: Yucca

## Description
Yucca filamentosa is a species of flowering plant in the family Asparagaceae native to the southeastern United States from southeast Virginia south to Florida, and as far west as south and southeast Texas. They have become naturalized north along the eastern seaboard to southern Rhode Island and into parts of the lower Midwest. They are normally hardy in USDA hardiness zones of 5 to 9. Most commonly found in sandy soils, especially in beach scrub and...

*17001 observations recorded in Arizona*
",601,Yucca filamentosa,common yucca,Asparagaceae,Yucca,False,,https://en.wikipedia.org/wiki/Yucca filamentosa,17001
species_126667,species,iNaturalist,Small-leaf Globemallow (Sphaeralcea parvifolia),"# Small-leaf Globemallow
*Sphaeralcea parvifolia*

**Taxonomy:** Family: Malvaceae, Genus: Sphaeralcea

## Description
Sphaeralcea parvifolia, commonly called small-leaved globe-mallow or small-leaf globemallow, is a species of plant native to the western United States in the Great Basin and Colorado River drainage. It is medium sized herbaceous species that has showy orange flower spikes. It is used in wildflower and dry gardens.

*1958 observations recorded in Arizona*
",476,Sphaeralcea parvifolia,Small-leaf Globemallow,Malvaceae,Sphaeralcea,False,,https://en.wikipedia.org/wiki/Sphaeralcea parvifolia,1958
species_57037,species,iNaturalist,Prickly moses (Acacia verticillata),"# Prickly moses
*Acacia verticillata*

**Taxonomy:** Family: Fabaceae, Genus: Acacia

## Description
Acacia verticillata (prickly Moses; prickly-leaved wattle; star-leaved acacia; prickly mimosa; whorl-leaved acacia) is a perennial shrub to small tree native to Australia and Tasmania. The species is a common understorey shrub in both wet and dry sclerophyll forests as well as scrub and heath. In coastal environments it will often have much wider leaves as opposed to the regular needle-like nature of inland specimens.

*5994 observations recorded in Arizona*
",564,Acacia verticillata,Prickly moses,Fabaceae,Acacia,False,,https://en.wikipedia.org/wiki/Acacia verticillata,5994
species_165581,species,iNaturalist,fall dropseed muhly (Muhlenbergia uniflora),"# fall dropseed muhly
*Muhlenbergia uniflora*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia uniflora is a small species of grass, commonly called one-flowered muhly. It is native to north eastern USA and adjoining area of Canada.

*255 observations recorded in Arizona*
",305,Muhlenbergia uniflora,fall dropseed muhly,Poaceae,Muhlenbergia,False,,https://en.wikipedia.org/wiki/Muhlenbergia uniflora,255
species_126671,species,iNaturalist,Scarlet Globemallow (Sphaeralcea coccinea),"# Scarlet Globemallow
*Sphaeralcea coccinea*

**Taxonomy:** Family: Malvaceae, Genus: Sphaeralcea

## Description
Sphaeralcea coccinea, the scarlet globemallow, is a perennial plant growing 10–30 cm tall from spreading rhizomes with a low habit. They have grayish stems with dense, star-shaped hairs and alternately arranged leaves. The leaf blades are 2–5 cm long, palmately shaped, and deeply cut, with 3–5 main wedge-shaped segments. The undersides of the leaves have gray hairs. The 2-cm-wide flowers are reddish-orange and saucer-shaped, with 5 notched, broad petals, in small terminal clusters. Plants flower from May to...

*14272 observations recorded in Arizona*
",672,Sphaeralcea coccinea,Scarlet Globemallow,Malvaceae,Sphaeralcea,False,,https://en.wikipedia.org/wiki/Sphaeralcea coccinea,14272
species_274133,species,iNaturalist,La Paz Agave (Agave sobria),"# La Paz Agave
*Agave sobria*

**Taxonomy:** Family: Asparagaceae, Genus: Agave

## Description
Agave sobria, the Gulf agave, is a species of plant from the genus Agave. It has concave-like rosettes which holds stocky gray leaves that possesses burgeons. It is endemic to Mexico in mostly dry regions. The rosettes measure 1 to 1.8 m (3 ft 3 in to 5 ft 11 in) in breadth. The species was described in 1889.

*612 observations recorded in Arizona*
",447,Agave sobria,La Paz Agave,Asparagaceae,Agave,False,,https://en.wikipedia.org/wiki/Agave sobria,612
species_59094,species,iNaturalist,deergrass (Muhlenbergia rigens),"# deergrass
*Muhlenbergia rigens*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia rigens, commonly known as deergrass, is a warm season perennial bunchgrass found in sandy or well drained soils below 7,000 feet (2,100 m) in elevation in the Southwestern United States and parts of Mexico.

*5229 observations recorded in Arizona*
",363,Muhlenbergia rigens,deergrass,Poaceae,Muhlenbergia,False,,https://en.wikipedia.org/wiki/Muhlenbergia rigens,5229
species_57054,species,iNaturalist,Summer Lupine (Lupinus formosus),"# Summer Lupine
*Lupinus formosus*

**Taxonomy:** Family: Fabaceae, Genus: Lupinus

## Description
Lupinus formosus, the summer lupine or western lupine, is a species of flowering plant in the legume family, Fabaceae. It is native to California and Oregon in the United States.

*2338 observations recorded in Arizona*
",319,Lupinus formosus,Summer Lupine,Fabaceae,Lupinus,False,,https://en.wikipedia.org/wiki/Lupinus formosus,2338
species_57069,species,iNaturalist,chick lupine (Lupinus microcarpus),"# chick lupine
*Lupinus microcarpus*

**Taxonomy:** Family: Fabaceae, Genus: Lupinus

## Description
Lupinus microcarpus, the wide-bannered lupine or chick lupine, is a species of lupine native to western North America from southwestern British Columbia south through Oregon and California, including the Mojave Desert, and into Baja California. There is also a disjunct population in South America, with locations in central Chile and western Argentina.

*8235 observations recorded in Arizona*
",496,Lupinus microcarpus,chick lupine,Fabaceae,Lupinus,False,,https://en.wikipedia.org/wiki/Lupinus microcarpus,8235
species_427761,species,iNaturalist,Brown Silky Oak (Grevillea baileyana),"# Brown Silky Oak
*Grevillea baileyana*

**Taxonomy:** Family: Proteaceae, Genus: Grevillea

## Description
Grevillea baileyana, commonly known as white oak, is a tree of the family Proteaceae that is native to the rainforests of north-east Queensland in Australia and Papua New Guinea.

*406 observations recorded in Arizona*
",327,Grevillea baileyana,Brown Silky Oak,Proteaceae,Grevillea,False,,https://en.wikipedia.org/wiki/Grevillea baileyana,406
species_524018,species,iNaturalist,Greenhair Tree (Parkinsonia africana),"# Greenhair Tree
*Parkinsonia africana*

**Taxonomy:** Family: Fabaceae, Genus: Parkinsonia

## Description
Parkinsonia africana, the green-hair tree, is a species of flowering plant in the family Fabaceae, native to southern Angola, Botswana, and Namibia, and the Cape Provinces and Northern Provinces of South Africa. It is a bush growing 1–3m tall with green bark that allows for photosynthesis when the leaves are shed. It produces yellow flowers and yellow to brown pods. The wood does not crack when hot and is used to make smoking pipes.

*331 observations recorded in Arizona*
",585,Parkinsonia africana,Greenhair Tree,Fabaceae,Parkinsonia,False,,https://en.wikipedia.org/wiki/Parkinsonia africana,331
species_122612,species,iNaturalist,Plains Yucca (Yucca campestris),"# Plains Yucca
*Yucca campestris*

**Taxonomy:** Family: Asparagaceae, Genus: Yucca

## Description
Yucca campestris, the plains yucca, is a species in the family Asparagaceae, endemic to the ""panhandle"" region of northwestern Texas.

**Status:** Conservation Status: EN

*1410 observations recorded in Arizona*
",312,Yucca campestris,Plains Yucca,Asparagaceae,Yucca,False,EN,https://en.wikipedia.org/wiki/Yucca campestris,1410
species_118526,species,iNaturalist,Whipple's penstemon (Penstemon whippleanus),"# Whipple's penstemon
*Penstemon whippleanus*

**Taxonomy:** Family: Plantaginaceae, Genus: Penstemon

## Description
Penstemon whippleanus, commonly known as dusky penstemon, dusky beardtongue, Whipple's penstemon, or Whipple's beardtongue, is a summer blooming perennial flower in the large Penstemon genus. It is a widespread plant within the hemiboreal forests of the Rocky Mountains in North America. It is noted for the large deep purple-red flowers and a preference for high mountain elevations.

*6583 observations recorded in Arizona*
",544,Penstemon whippleanus,Whipple's penstemon,Plantaginaceae,Penstemon,False,,https://en.wikipedia.org/wiki/Penstemon whippleanus,6583
species_153351,species,iNaturalist,large-flowered beardtongue (Penstemon grandiflorus),"# large-flowered beardtongue
*Penstemon grandiflorus*

**Taxonomy:** Family: Plantaginaceae, Genus: Penstemon

## Description
Penstemon grandiflorus is a perennial plant of the genus Penstemon. Common names include large beardtongue.

*4004 observations recorded in Arizona*
",275,Penstemon grandiflorus,large-flowered beardtongue,Plantaginaceae,Penstemon,False,,https://en.wikipedia.org/wiki/Penstemon grandiflorus,4004
species_69421,species,iNaturalist,Arizona lupine (Lupinus arizonicus),"# Arizona lupine
*Lupinus arizonicus*

**Taxonomy:** Family: Fabaceae, Genus: Lupinus

## Description
Lupinus arizonicus (Arizona lupine) is a flowering plant in the family Fabaceae, native to the Mojave and Sonoran Deserts, where it can be found growing in open places and sandy washes below 1,100 metres (3,600 ft) elevation. It is common around Joshua Tree National Park and Death Valley National Park in California.

*6369 observations recorded in Arizona*
",461,Lupinus arizonicus,Arizona lupine,Fabaceae,Lupinus,False,,https://en.wikipedia.org/wiki/Lupinus arizonicus,6369
species_67379,species,iNaturalist,Broadleaf Lupine (Lupinus latifolius),"# Broadleaf Lupine
*Lupinus latifolius*

**Taxonomy:** Family: Fabaceae, Genus: Lupinus

## Description
Lupinus latifolius is a species of lupine known by the common name broadleaf lupine. It is native to western North America from British Columbia to Baja California to New Mexico, where it is common and can be found in several types of habitat. There are several subtaxa, described as subspecies or varieties, some common and some rare. They vary in morphology. In general this plant is an erect perennial herb. It grows 30 centimeters to over...

*9108 observations recorded in Arizona*
",591,Lupinus latifolius,Broadleaf Lupine,Fabaceae,Lupinus,False,,https://en.wikipedia.org/wiki/Lupinus latifolius,9108
species_147252,species,iNaturalist,tree calliandra (Calliandra houstoniana),"# tree calliandra
*Calliandra houstoniana*

**Taxonomy:** Family: Fabaceae, Genus: Calliandra

## Description
Calliandra houstoniana is a species of flowering plants of the genus Calliandra in the Fabaceae family.

*3126 observations recorded in Arizona*
",255,Calliandra houstoniana,tree calliandra,Fabaceae,Calliandra,False,,https://en.wikipedia.org/wiki/Calliandra houstoniana,3126
species_288585,species,iNaturalist,Magdalena Brittlebush (Encelia conspersa),"# Magdalena Brittlebush
*Encelia conspersa*

**Taxonomy:** Family: Asteraceae, Genus: Encelia

## Description
Encelia californica is a species of flowering plant in the daisy family known by the common name California brittlebush. It is also commonly referred to as ""California bush sunflower"".

*11 observations recorded in Arizona*
",334,Encelia conspersa,Magdalena Brittlebush,Asteraceae,Encelia,False,,https://en.wikipedia.org/wiki/Encelia conspersa,11
